order_id,product,category,amount
266,Keyboard,Electronics,29627.0
267,Mouse,Electronics,7768.0
268,Headphones,Electronics,1750.0
269,Headphones,Electronics,28402.0
270,Laptop,Electronics,39284.0
271,Headphones,Electronics,28801.0
272,Laptop,Electronics,35261.0
273,Laptop,Electronics,7587.0
274,Monitor,Electronics,25520.0
275,Monitor,Electronics,34605.0
276,Mouse,Electronics,23900.0
277,Headphones,Electronics,39930.0
278,Mouse,Electronics,47906.0
279,Keyboard,Electronics,9080.0
280,Monitor,Electronics,5321.0
281,Laptop,Electronics,36065.0
282,Monitor,Electronics,39222.0
283,Monitor,Electronics,25763.0
284,Laptop,Electronics,5192.0
285,Laptop,Electronics,26508.0
286,Monitor,Electronics,1581.0
287,Keyboard,Electronics,21329.0
288,Headphones,Electronics,11250.0
289,Mouse,Electronics,13478.0
290,Monitor,Electronics,2386.0
291,Headphones,Electronics,28075.0
292,Laptop,Electronics,6119.0
293,Headphones,Electronics,39936.0
294,Keyboard,Electronics,47861.0
295,Laptop,Electronics,5136.0
296,Monitor,Electronics,5643.0
297,Mouse,Electronics,32819.0
298,Laptop,Electronics,38529.0
299,Headphones,Electronics,24216.0
300,Keyboard,Electronics,9926.0
301,Mouse,Electronics,32988.0
302,Keyboard,Electronics,30042.0
303,Mouse,Electronics,13319.0
304,Monitor,Electronics,31334.0
305,Laptop,Electronics,41305.0
306,Monitor,Electronics,42666.0
307,Monitor,Electronics,14365.0
308,Mouse,Electronics,33827.0
309,Mouse,Electronics,34118.0
310,Mouse,Electronics,37090.0
311,Mouse,Electronics,3142.0
312,Monitor,Electronics,30107.0
313,Monitor,Electronics,44165.0
314,Mouse,Electronics,40594.0
315,Headphones,Electronics,48950.0
316,Mouse,Electronics,31898.0
317,Headphones,Electronics,9526.0
318,Keyboard,Electronics,15714.0
319,Monitor,Electronics,6248.0
320,Monitor,Electronics,45095.0
321,Headphones,Electronics,32540.0
322,Mouse,Electronics,6395.0
323,Keyboard,Electronics,15614.0
324,Keyboard,Electronics,39292.0
325,Headphones,Electronics,45533.0
326,Keyboard,Electronics,9432.0
327,Keyboard,Electronics,36756.0
328,Mouse,Electronics,49307.0
329,Keyboard,Electronics,15021.0
330,Keyboard,Electronics,22963.0
331,Headphones,Electronics,18553.0
332,Mouse,Electronics,47615.0
333,Monitor,Electronics,30512.0
334,Keyboard,Electronics,29509.0
335,Headphones,Electronics,22115.0
336,Headphones,Electronics,23633.0
337,Mouse,Electronics,39184.0
338,Mouse,Electronics,41784.0
339,Headphones,Electronics,22753.0
340,Laptop,Electronics,9597.0
341,Monitor,Electronics,43033.0
342,Headphones,Electronics,31128.0
343,Keyboard,Electronics,23330.0
344,Monitor,Electronics,18608.0
345,Laptop,Electronics,31531.0
346,Mouse,Electronics,46051.0
347,Laptop,Electronics,26237.0
348,Laptop,Electronics,29314.0
349,Keyboard,Electronics,32964.0
350,Laptop,Electronics,18825.0
351,Headphones,Electronics,47827.0
352,Mouse,Electronics,21309.0
353,Keyboard,Electronics,32666.0
354,Keyboard,Electronics,19117.0
355,Laptop,Electronics,29135.0
356,Headphones,Electronics,29451.0
357,Headphones,Electronics,23260.0
358,Mouse,Electronics,1934.0
359,Monitor,Electronics,27607.0
360,Laptop,Electronics,42844.0
361,Headphones,Electronics,26374.0
362,Laptop,Electronics,34709.0
363,Monitor,Electronics,47666.0
364,Keyboard,Electronics,19958.0
365,Keyboard,Electronics,971.0
366,Keyboard,Electronics,28575.0
367,Monitor,Electronics,26508.0
368,Monitor,Electronics,12586.0
369,Laptop,Electronics,25251.0
370,Monitor,Electronics,17216.0
371,Mouse,Electronics,46338.0
372,Monitor,Electronics,2183.0
373,Keyboard,Electronics,32062.0
374,Mouse,Electronics,22511.0
375,Monitor,Electronics,37207.0
376,Laptop,Electronics,35067.0
377,Headphones,Electronics,37576.0
378,Mouse,Electronics,27976.0
379,Monitor,Electronics,21494.0
380,Headphones,Electronics,1843.0
381,Mouse,Electronics,42078.0
382,Headphones,Electronics,49826.0
383,Laptop,Electronics,44489.0
384,Monitor,Electronics,24342.0
385,Mouse,Electronics,31308.0
386,Monitor,Electronics,3534.0
387,Mouse,Electronics,25523.0
388,Mouse,Electronics,23454.0
389,Keyboard,Electronics,38269.0
390,Headphones,Electronics,42453.0
391,Headphones,Electronics,41414.0
392,Monitor,Electronics,18967.0
393,Keyboard,Electronics,16352.0
394,Monitor,Electronics,9403.0
395,Keyboard,Electronics,7593.0
396,Laptop,Electronics,14759.0
397,Laptop,Electronics,30675.0
398,Laptop,Electronics,31016.0
399,Monitor,Electronics,48114.0
400,Monitor,Electronics,25758.0
401,Mouse,Electronics,28462.0
402,Monitor,Electronics,7016.0
403,Keyboard,Electronics,15953.0
404,Headphones,Electronics,8224.0
405,Laptop,Electronics,12374.0
406,Headphones,Electronics,9174.0
407,Monitor,Electronics,49558.0
408,Headphones,Electronics,18479.0
409,Keyboard,Electronics,36739.0
410,Headphones,Electronics,1607.0
411,Laptop,Electronics,40795.0
412,Headphones,Electronics,16138.0
413,Headphones,Electronics,7146.0
414,Laptop,Electronics,18906.0
415,Mouse,Electronics,7357.0
416,Laptop,Electronics,22242.0
417,Monitor,Electronics,33309.0
418,Headphones,Electronics,12733.0
419,Headphones,Electronics,10800.0
420,Headphones,Electronics,18065.0
421,Mouse,Electronics,16273.0
422,Keyboard,Electronics,30963.0
423,Keyboard,Electronics,35555.0
424,Monitor,Electronics,15804.0
425,Mouse,Electronics,6968.0
426,Headphones,Electronics,8188.0
427,Mouse,Electronics,20467.0
428,Monitor,Electronics,44046.0
429,Headphones,Electronics,44466.0
430,Mouse,Electronics,17207.0
431,Mouse,Electronics,1468.0
432,Monitor,Electronics,49452.0
433,Laptop,Electronics,11809.0
434,Mouse,Electronics,3190.0
435,Keyboard,Electronics,6471.0
436,Mouse,Electronics,26629.0
437,Headphones,Electronics,18819.0
438,Laptop,Electronics,15156.0
439,Keyboard,Electronics,18393.0
440,Mouse,Electronics,41337.0
441,Monitor,Electronics,48261.0
442,Monitor,Electronics,26481.0
443,Monitor,Electronics,33268.0
444,Laptop,Electronics,22731.0
445,Headphones,Electronics,8791.0
446,Laptop,Electronics,33190.0
447,Monitor,Electronics,14123.0
448,Monitor,Electronics,10441.0
449,Monitor,Electronics,48702.0
450,Mouse,Electronics,37750.0
451,Mouse,Electronics,48360.0
452,Mouse,Electronics,7457.0
453,Monitor,Electronics,38065.0
454,Headphones,Electronics,48570.0
455,Keyboard,Electronics,15345.0
456,Mouse,Electronics,48392.0
457,Keyboard,Electronics,5723.0
458,Keyboard,Electronics,31113.0
459,Monitor,Electronics,22810.0
460,Monitor,Electronics,29310.0
461,Mouse,Electronics,34014.0
462,Monitor,Electronics,20906.0
463,Headphones,Electronics,28700.0
464,Mouse,Electronics,30381.0
465,Keyboard,Electronics,8435.0
466,Mouse,Electronics,36598.0
467,Mouse,Electronics,44246.0
468,Monitor,Electronics,49910.0
469,Headphones,Electronics,24817.0
470,Monitor,Electronics,45849.0
471,Laptop,Electronics,43683.0
472,Mouse,Electronics,11138.0
473,Monitor,Electronics,32856.0
474,Monitor,Electronics,10577.0
475,Headphones,Electronics,20957.0
476,Mouse,Electronics,26471.0
477,Mouse,Electronics,12559.0
478,Headphones,Electronics,23588.0
479,Mouse,Electronics,17146.0
480,Keyboard,Electronics,29591.0
481,Laptop,Electronics,42204.0
482,Monitor,Electronics,15548.0
483,Monitor,Electronics,38852.0
484,Headphones,Electronics,39803.0
485,Mouse,Electronics,26889.0
486,Monitor,Electronics,19809.0
487,Headphones,Electronics,29133.0
488,Mouse,Electronics,618.0
489,Keyboard,Electronics,36334.0
490,Keyboard,Electronics,44046.0
491,Mouse,Electronics,9705.0
492,Mouse,Electronics,39863.0
493,Mouse,Electronics,38744.0
494,Laptop,Electronics,16731.0
495,Headphones,Electronics,25774.0
496,Keyboard,Electronics,16740.0
497,Mouse,Electronics,17397.0
498,Mouse,Electronics,27338.0
499,Keyboard,Electronics,28456.0
500,Laptop,Electronics,40531.0
501,Headphones,Electronics,26470.0
502,Headphones,Electronics,13905.0
503,Headphones,Electronics,42590.0
504,Monitor,Electronics,26638.0
505,Mouse,Electronics,10088.0
506,Headphones,Electronics,19932.0
507,Headphones,Electronics,8938.0
508,Monitor,Electronics,47611.0
509,Laptop,Electronics,37389.0
510,Mouse,Electronics,14549.0
511,Laptop,Electronics,33653.0
512,Mouse,Electronics,24368.0
513,Headphones,Electronics,43871.0
514,Mouse,Electronics,29742.0
515,Mouse,Electronics,32780.0
516,Keyboard,Electronics,33159.0
517,Mouse,Electronics,28858.0
518,Monitor,Electronics,30918.0
519,Mouse,Electronics,31786.0
520,Keyboard,Electronics,10741.0
521,Monitor,Electronics,49491.0
522,Keyboard,Electronics,9415.0
523,Keyboard,Electronics,20807.0
524,Laptop,Electronics,45038.0
525,Mouse,Electronics,35756.0
526,Laptop,Electronics,23403.0
527,Mouse,Electronics,11582.0
528,Keyboard,Electronics,2802.0
529,Mouse,Electronics,8899.0
530,Headphones,Electronics,25565.0
531,Mouse,Electronics,8312.0
532,Laptop,Electronics,22278.0
533,Laptop,Electronics,17457.0
534,Keyboard,Electronics,29311.0
535,Headphones,Electronics,29779.0
536,Keyboard,Electronics,15166.0
537,Laptop,Electronics,39178.0
538,Mouse,Electronics,30383.0
539,Mouse,Electronics,20576.0
540,Headphones,Electronics,34682.0
541,Keyboard,Electronics,19733.0
542,Headphones,Electronics,42338.0
543,Monitor,Electronics,42174.0
544,Monitor,Electronics,33064.0
545,Headphones,Electronics,13717.0
546,Headphones,Electronics,46506.0
547,Laptop,Electronics,36820.0
548,Mouse,Electronics,49643.0
549,Monitor,Electronics,31174.0
550,Laptop,Electronics,13469.0
551,Keyboard,Electronics,18951.0
552,Laptop,Electronics,48873.0
553,Monitor,Electronics,49325.0
554,Headphones,Electronics,39460.0
555,Keyboard,Electronics,44178.0
556,Mouse,Electronics,39633.0
557,Mouse,Electronics,35448.0
558,Keyboard,Electronics,5776.0
559,Laptop,Electronics,15733.0
560,Mouse,Electronics,28000.0
561,Laptop,Electronics,23529.0
562,Mouse,Electronics,2678.0
563,Keyboard,Electronics,11098.0
564,Monitor,Electronics,6554.0
565,Laptop,Electronics,5202.0
566,Mouse,Electronics,36674.0
567,Laptop,Electronics,38188.0
568,Laptop,Electronics,5087.0
569,Mouse,Electronics,10354.0
570,Mouse,Electronics,36669.0
571,Laptop,Electronics,34965.0
572,Monitor,Electronics,28951.0
573,Keyboard,Electronics,17932.0
574,Headphones,Electronics,22154.0
575,Mouse,Electronics,15063.0
576,Mouse,Electronics,4555.0
577,Laptop,Electronics,33557.0
578,Laptop,Electronics,18077.0
579,Monitor,Electronics,16243.0
580,Laptop,Electronics,45578.0
581,Mouse,Electronics,45591.0
582,Laptop,Electronics,49270.0
583,Laptop,Electronics,29209.0
584,Mouse,Electronics,1959.0
585,Laptop,Electronics,13249.0
586,Mouse,Electronics,33642.0
587,Laptop,Electronics,838.0
588,Mouse,Electronics,46601.0
589,Headphones,Electronics,7358.0
590,Headphones,Electronics,32735.0
591,Monitor,Electronics,43289.0
592,Laptop,Electronics,16754.0
593,Mouse,Electronics,48638.0
594,Laptop,Electronics,28960.0
595,Keyboard,Electronics,43960.0
596,Laptop,Electronics,15441.0
597,Headphones,Electronics,8228.0
598,Monitor,Electronics,26249.0
599,Mouse,Electronics,23179.0
600,Mouse,Electronics,12778.0
601,Mouse,Electronics,44819.0
602,Keyboard,Electronics,15183.0
603,Keyboard,Electronics,43387.0
604,Mouse,Electronics,13317.0
605,Headphones,Electronics,7265.0
606,Headphones,Electronics,2295.0
607,Keyboard,Electronics,15906.0
608,Headphones,Electronics,23623.0
609,Laptop,Electronics,3513.0
610,Monitor,Electronics,8351.0
611,Keyboard,Electronics,10464.0
612,Headphones,Electronics,15440.0
613,Keyboard,Electronics,30944.0
614,Monitor,Electronics,14407.0
615,Headphones,Electronics,2404.0
616,Headphones,Electronics,16804.0
617,Mouse,Electronics,46569.0
618,Laptop,Electronics,44567.0
619,Headphones,Electronics,35760.0
620,Mouse,Electronics,4639.0
621,Keyboard,Electronics,46858.0
622,Mouse,Electronics,32675.0
623,Headphones,Electronics,21764.0
624,Monitor,Electronics,36295.0
625,Mouse,Electronics,16806.0
626,Headphones,Electronics,17390.0
627,Headphones,Electronics,14191.0
628,Headphones,Electronics,21869.0
629,Headphones,Electronics,15887.0
630,Monitor,Electronics,1933.0
631,Laptop,Electronics,3315.0
632,Mouse,Electronics,12966.0
633,Mouse,Electronics,7567.0
634,Mouse,Electronics,31254.0
635,Monitor,Electronics,33378.0
636,Mouse,Electronics,41536.0
637,Laptop,Electronics,15778.0
638,Headphones,Electronics,24831.0
639,Keyboard,Electronics,30766.0
640,Keyboard,Electronics,3815.0
641,Headphones,Electronics,19888.0
642,Mouse,Electronics,34306.0
643,Laptop,Electronics,14699.0
644,Mouse,Electronics,29076.0
645,Monitor,Electronics,28606.0
646,Monitor,Electronics,37664.0
647,Headphones,Electronics,48295.0
648,Keyboard,Electronics,2174.0
649,Mouse,Electronics,33664.0
650,Monitor,Electronics,29711.0
651,Monitor,Electronics,49106.0
652,Headphones,Electronics,46138.0
653,Headphones,Electronics,23513.0
654,Headphones,Electronics,20341.0
655,Keyboard,Electronics,49460.0
656,Monitor,Electronics,6157.0
657,Monitor,Electronics,49273.0
658,Keyboard,Electronics,5541.0
659,Monitor,Electronics,12713.0
660,Mouse,Electronics,47031.0
661,Monitor,Electronics,37932.0
662,Monitor,Electronics,32508.0
663,Monitor,Electronics,49251.0
664,Laptop,Electronics,39404.0
665,Headphones,Electronics,13294.0
666,Mouse,Electronics,7511.0
667,Laptop,Electronics,35684.0
668,Monitor,Electronics,19631.0
669,Keyboard,Electronics,22479.0
670,Headphones,Electronics,25550.0
671,Mouse,Electronics,19940.0
672,Keyboard,Electronics,24769.0
673,Laptop,Electronics,20088.0
674,Headphones,Electronics,41460.0
675,Headphones,Electronics,32827.0
676,Keyboard,Electronics,28192.0
677,Keyboard,Electronics,1211.0
678,Laptop,Electronics,23610.0
679,Monitor,Electronics,41411.0
680,Keyboard,Electronics,8845.0
681,Monitor,Electronics,28615.0
682,Laptop,Electronics,30824.0
683,Keyboard,Electronics,935.0
684,Keyboard,Electronics,11634.0
685,Monitor,Electronics,37156.0
686,Headphones,Electronics,35948.0
687,Laptop,Electronics,16943.0
688,Laptop,Electronics,38578.0
689,Laptop,Electronics,42568.0
690,Headphones,Electronics,20874.0
691,Headphones,Electronics,10624.0
692,Mouse,Electronics,30840.0
693,Monitor,Electronics,27607.0
694,Mouse,Electronics,32732.0
695,Laptop,Electronics,35842.0
696,Mouse,Electronics,13025.0
697,Headphones,Electronics,41769.0
698,Monitor,Electronics,26624.0
699,Mouse,Electronics,29494.0
700,Headphones,Electronics,46888.0
701,Keyboard,Electronics,18849.0
702,Laptop,Electronics,45493.0
703,Monitor,Electronics,23777.0
704,Mouse,Electronics,1691.0
705,Monitor,Electronics,19119.0
706,Monitor,Electronics,9277.0
707,Mouse,Electronics,32075.0
708,Monitor,Electronics,17670.0
709,Mouse,Electronics,30512.0
710,Monitor,Electronics,21277.0
711,Keyboard,Electronics,33042.0
712,Keyboard,Electronics,18419.0
713,Mouse,Electronics,13047.0
714,Monitor,Electronics,17520.0
715,Mouse,Electronics,47642.0
716,Headphones,Electronics,36366.0
717,Mouse,Electronics,43121.0
718,Laptop,Electronics,48495.0
719,Monitor,Electronics,14158.0
720,Headphones,Electronics,7733.0
721,Mouse,Electronics,11486.0
722,Headphones,Electronics,19133.0
723,Monitor,Electronics,37895.0
724,Headphones,Electronics,40888.0
725,Monitor,Electronics,7851.0
726,Keyboard,Electronics,13015.0
727,Mouse,Electronics,29307.0
728,Laptop,Electronics,14152.0
729,Monitor,Electronics,7427.0
730,Monitor,Electronics,40869.0
731,Mouse,Electronics,39549.0
732,Monitor,Electronics,43049.0
733,Headphones,Electronics,16912.0
734,Keyboard,Electronics,22675.0
735,Headphones,Electronics,13929.0
736,Monitor,Electronics,1295.0
737,Monitor,Electronics,10019.0
738,Headphones,Electronics,14159.0
739,Laptop,Electronics,40614.0
740,Headphones,Electronics,12058.0
741,Laptop,Electronics,23589.0
742,Laptop,Electronics,47121.0
743,Mouse,Electronics,4812.0
744,Laptop,Electronics,21472.0
745,Keyboard,Electronics,14677.0
746,Headphones,Electronics,37957.0
747,Headphones,Electronics,18594.0
748,Headphones,Electronics,7109.0
749,Monitor,Electronics,25351.0
750,Monitor,Electronics,2572.0
751,Monitor,Electronics,40743.0
752,Monitor,Electronics,38319.0
753,Laptop,Electronics,37156.0
754,Monitor,Electronics,12619.0
755,Keyboard,Electronics,48974.0
756,Monitor,Electronics,41815.0
757,Laptop,Electronics,43552.0
758,Headphones,Electronics,15077.0
759,Headphones,Electronics,32583.0
760,Headphones,Electronics,27134.0
761,Mouse,Electronics,47263.0
762,Monitor,Electronics,9206.0
763,Monitor,Electronics,28949.0
764,Monitor,Electronics,37137.0
765,Mouse,Electronics,5508.0
766,Laptop,Electronics,22704.0
767,Laptop,Electronics,24252.0
768,Headphones,Electronics,21406.0
769,Monitor,Electronics,12191.0
770,Laptop,Electronics,21262.0
771,Headphones,Electronics,43191.0
772,Laptop,Electronics,32107.0
773,Monitor,Electronics,20790.0
774,Mouse,Electronics,46050.0
775,Laptop,Electronics,17724.0
776,Headphones,Electronics,30890.0
777,Laptop,Electronics,46933.0
778,Laptop,Electronics,8024.0
779,Monitor,Electronics,13925.0
780,Headphones,Electronics,2177.0
781,Laptop,Electronics,24545.0
782,Headphones,Electronics,35308.0
783,Monitor,Electronics,38905.0
784,Headphones,Electronics,46133.0
785,Headphones,Electronics,22043.0
786,Headphones,Electronics,21752.0
787,Monitor,Electronics,29297.0
788,Mouse,Electronics,28744.0
789,Mouse,Electronics,27544.0
790,Laptop,Electronics,47178.0
791,Monitor,Electronics,36887.0
792,Mouse,Electronics,45860.0
793,Mouse,Electronics,8840.0
794,Mouse,Electronics,39929.0
795,Mouse,Electronics,2603.0
796,Monitor,Electronics,27457.0
797,Keyboard,Electronics,42004.0
798,Laptop,Electronics,18385.0
799,Mouse,Electronics,29445.0
800,Headphones,Electronics,14771.0
801,Keyboard,Electronics,4667.0
802,Monitor,Electronics,13668.0
803,Laptop,Electronics,12105.0
804,Mouse,Electronics,17291.0
805,Monitor,Electronics,34284.0
806,Laptop,Electronics,20070.0
807,Keyboard,Electronics,4175.0
808,Headphones,Electronics,26326.0
809,Mouse,Electronics,37442.0
810,Laptop,Electronics,45016.0
811,Keyboard,Electronics,36546.0
812,Mouse,Electronics,29689.0
813,Laptop,Electronics,16415.0
814,Keyboard,Electronics,7673.0
